myersbe01,4/8/1874,Frederick MD,USA,10/12/1915,Washington DC,USA,Bert,Myers,,70,R,R,4/25/1896,4/27/1900
woodswa01,4/28/1875,Rye NH,USA,10/30/1951,Portsmouth NH,USA,Walt,Woods,165,,R,R,4/20/1898,4/27/1900
chambro01,8/31/1875,Weaverville NC,USA,8/30/1902,Weaverville NC,USA,Rome,Chambers,173,74,L,L,5/7/1900,5/7/1900
frisbch01,2/2/1874,Dows IA,USA,11/7/1954,Alden IA,USA,Charlie,Frisbee,175,69,B,R,6/22/1899,5/13/1900
baileha01,11/24/1876,Adrian MI,USA,7/10/1922,Toledo OH,USA,Harvey,Bailey,160,72,,L,6/30/1899,5/21/1900
allenbo01,7/10/1867,Marion OH,USA,5/14/1943,Little Rock AR,USA,Bob,Allen,175,71,R,R,4/19/1890,6/1/1900
zieglch01,1/13/1875,Canton OH,USA,4/18/1904,Canton OH,USA,Charlie,Ziegler,,,,R,9/23/1899,6/6/1900
tebeapa01,12/5/1864,St. Louis MO,USA,5/15/1918,St.Louis MO,USA,Patsy,Tebeau,163,68,R,R,9/20/1887,6/12/1900
thomato01,12/27/1873,Shawnee OH,USA,9/23/1942,Shawnee OH,USA,Tom,Thomas,195,76,R,R,9/20/1894,6/18/1900
cogandi01,12/5/1871,Paterson NJ,USA,5/2/1948,Paterson NJ,USA,Dick,Cogan,150,67,R,R,5/10/1897,6/25/1900
killefr01,11/30/1870,Pittsburgh PA,USA,12/3/1939,Pittsburgh PA,USA,Frank,Killen,200,73,L,L,8/27/1891,6/27/1900
meekijo01,2/21/1867,New Albany IN,USA,12/14/1944,New Albany IN,USA,Jouett,Meekin,180,73,R,R,6/13/1891,7/8/1900
dillapa01,6/12/1873,Chattanooga TN,USA,7/22/1907,Denver CO,USA,Pat,Dillard,180,72,L,R,4/21/1900,8/18/1900
hugheji01,3/8/1869,Wakeshma MI,USA,3/29/1945,Coldwater MI,USA,Jim,Hughey,,72,,R,9/29/1891,9/30/1900
clemeja01,7/24/1864,Philadelphia PA,USA,5/23/1941,Norristown PA,USA,Jack,Clements,204,,L,L,4/22/1884,10/2/1900
obrieto02,2/20/1873,Verona PA,USA,2/3/1901,Phoenix AZ,USA,Tom,O'Brien,,,,,5/10/1897,10/13/1900
chilepe01,5/28/1867,Deepwater MO,USA,, ,,Pearce,Chiles,185,71,R,R,4/18/1899,10/13/1900
stantha01,, ,,, ,,Harry,Stanton,,,,R,10/14/1900,10/14/1900
cunnibe01,11/25/1865,Wilmington DE,USA,5/14/1952,Cragmere DE,USA,Bert,Cunningham,187,,R,R,9/15/1887,4/28/1901
loospe01,3/23/1878,Philadelphia PA,USA,2/23/1956,Darby PA,USA,Pete,Loos,178,69,,R,5/2/1901,5/2/1901
ketchfr01,7/27/1875,Elmira NY,USA,3/12/1908,Cortland NY,USA,Fred,Ketchum,157,68,L,R,9/12/1899,5/4/1901
